aperture           f1       f2_source   f2_slit   f2_numeric     fwhm    sigma   fwhm_refined
1000  77  28.3698  25.8625  28.3626  25.806  20.2813    26.198
1000  78  28.2857  25.8557  28.3626  25.806  20.304    25.807
1000  79  28.2064  25.8491  28.033  25.024  20.148    25.416
1000  80  28.1315  25.8428  28.033  24.242  19.9956    25.025
1000  81  28.0606  25.8367  28.033  24.242  19.8449    24.6339
1000  82  27.9934  25.8308  28.033  24.242  19.7082    24.6339
1000  83  27.9297  25.8251  28.033  24.242  19.5959    24.2429
1000  84  27.8692  25.8196  27.7033  23.46  19.3283    23.8519
1000  85  27.8116  25.8143  27.7033  23.46  19.1785    23.8519
1000  86  27.7567  25.8092  27.7033  22.678  19.071    23.4609
1000  87  27.7043  25.8042  27.7033  22.678  19.0049    23.0699
1000  88  27.6544  25.7994  27.7033  22.678  18.9768    23.0699
1000  89  27.6066  25.7947  27.7033  22.678  18.9825    23.0699
1000  90  27.561  25.7902  27.3736  22.678  18.8651    22.6789
1000  91  27.5172  25.7858  27.3736  21.896  18.8385    22.2879
1000  92  27.4753  25.7816  27.3736  21.896  18.8339    22.2879
1000  93  27.4351  25.7774  27.3736  21.114  18.8473    21.8968
1000  94  27.3965  25.7734  27.3736  21.114  18.875    21.8968
1000  95  27.3594  25.7695  27.3736  21.114  18.9144    21.5058
1000  96  27.3237  25.7657  27.3736  21.114  18.9634    21.5058
1000  97  27.2894  25.7621  27.3736  21.114  19.0204    21.5058
1000  98  27.2564  25.7585  27.3736  21.114  19.0839    21.5058
1000  99  27.2245  25.755  27.044  21.114  18.994    21.1148
1000  100  27.1938  25.7516  27.044  21.114  19.0042    20.7238
