aperture           f1       f2_source   f2_slit   f2_numeric     fwhm    sigma   fwhm_refined
506.7  49  44.0488  26.2818  50.9091  16.429  0    24.6401
506.7  50  41.0204  26.2507  45.8586  16.429  0    22.5281
506.7  51  38.8421  26.2221  42.3232  11.735  0    20.1814
506.7  52  37.2  26.1956  39.798  11.735  0    18.3041
506.7  53  35.9178  26.1709  38.2828  11.735  0    18.3041
506.7  54  34.8889  26.1479  36.7677  11.735  0    16.8961
506.7  55  34.0449  26.1265  35.7576  11.735  0    16.8961
506.7  56  33.3402  26.1064  34.7475  9.388  0    15.0188
506.7  57  32.7429  26.0876  33.7374  7.041  0    12.6721
506.7  58  32.2301  26.0699  33.2323  7.041  0    13.1414
506.7  59  31.7851  26.0532  32.7273  7.041  0    13.1414
506.7  60  31.3953  26.0375  32.2222  7.041  0    12.6721
506.7  61  31.0511  26.0226  31.7172  7.041  0    11.0294
506.7  62  30.7448  26.0086  31.2121  7.041  0    9.38672
506.7  63  30.4706  25.9953  31.2121  7.041  0    12.4374
506.7  64  30.2236  25.9827  30.7071  7.041  0    9.38672
506.7  65  30  25.9707  30.7071  7.041  0    12.4374
506.7  66  29.7966  25.9592  30.202  7.041  0    8.44805
506.7  67  29.6108  25.9483  30.202  7.041  0    10.5601
506.7  68  29.4404  25.938  29.697  7.041  0    7.50938
506.7  69  29.2836  25.9281  29.697  7.041  0    8.44805
506.7  70  29.1388  25.9186  29.697  7.041  0    10.3254
506.7  71  29.0046  25.9095  29.1919  7.041  0    7.04004
506.7  72  28.88  25.9009  29.1919  7.041  0    7.50938
506.7  73  28.7639  25.8925  29.1919  7.041  0    8.44805
506.7  74  28.6556  25.8846  29.1919  7.041  0    10.3254
506.7  75  28.5542  25.8769  28.6869  7.041  0    6.80537
506.7  76  28.4591  25.8695  28.6869  7.041  0    7.04004
506.7  77  28.3698  25.8625  28.6869  7.041  0    7.27471
506.7  78  28.2857  25.8557  28.6869  7.041  0    7.97871
506.7  79  28.2064  25.8491  28.6869  7.041  0    9.38672
506.7  80  28.1315  25.8428  28.1818  7.041  0    6.33604
506.7  81  28.0606  25.8367  28.1818  4.694  0    6.33604
506.7  82  27.9934  25.8308  28.1818  4.694  0    6.5707
506.7  83  27.9297  25.8251  28.1818  4.694  0    6.80537
506.7  84  27.8692  25.8196  28.1818  4.694  0    7.04004
506.7  85  27.8116  25.8143  28.1818  7.041  0    7.50938
506.7  86  27.7567  25.8092  27.6768  7.041  0    6.10137
506.7  87  27.7043  25.8042  27.6768  4.694  0    6.10137
506.7  88  27.6544  25.7994  27.6768  2.347  0    6.10137
506.7  89  27.6066  25.7947  27.6768  2.347  0    6.10137
506.7  90  27.561  25.7902  27.6768  2.347  0    6.33604
506.7  91  27.5172  25.7858  27.6768  2.347  0    6.33604
506.7  92  27.4753  25.7816  27.6768  2.347  0    6.33604
506.7  93  27.4351  25.7774  27.6768  2.347  0    6.5707
506.7  94  27.3965  25.7734  27.6768  2.347  0    6.80537
506.7  95  27.3594  25.7695  27.6768  2.347  0    6.80537
506.7  96  27.3237  25.7657  27.1717  4.694  0    6.10137
506.7  97  27.2894  25.7621  27.1717  2.347  0    5.8667
506.7  98  27.2564  25.7585  27.1717  2.347  0    5.8667
506.7  99  27.2245  25.755  27.1717  2.347  0    5.8667
506.7  100  27.1938  25.7516  27.1717  2.347  0    5.8667
